,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Out-of-pocket expenditure (OOP) per capita in US$,35.2,39.8,47.1,58.1,56.7,46.8,31.9,23.6,32.2,14.1,17.7,14.5,13.8,7.1,5.6,6.3
