,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Out-of-pocket expenditure (OOP) per capita in US$,36.2,35.4,30.7,21.5,22.0,18.7,18.6,29.3,26.2,21.3,22.8,23.2,16.8,14.4,10.9,3.5
